Mode,Density,Speed,Node_ID,Failed_Node,Failure_Count,Transmit_Count,Failure_Rate
기존,고밀도,고속,17,node[48],20,15513,0.12892412815058338
기존,고밀도,고속,17,node[39],38,15513,0.24495584348610844
기존,고밀도,고속,17,node[340],170,15513,1.0958550892799588
기존,고밀도,고속,17,node[200],20,15513,0.12892412815058338
기존,고밀도,고속,17,node[226],18,15513,0.11603171533552505
기존,고밀도,고속,17,node[55],5,15513,0.032231032037645845
기존,고밀도,고속,17,node[212],62,15513,0.3996647972668085
기존,고밀도,고속,17,node[364],10,15513,0.06446206407529169
기존,고밀도,고속,17,node[102],21,15513,0.13537033455811254
기존,고밀도,고속,17,node[396],3,15513,0.019338619222587505
기존,고밀도,고속,17,node[402],20,15513,0.12892412815058338
기존,고밀도,고속,17,node[378],19,15513,0.12247792174305422
기존,고밀도,고속,17,node[336],6,15513,0.03867723844517501
기존,고밀도,고속,17,node[289],18,15513,0.11603171533552505
기존,고밀도,고속,17,node[115],74,15513,0.4770192741571585
기존,고밀도,고속,17,node[349],19,15513,0.12247792174305422
기존,고밀도,고속,17,node[274],11,15513,0.07090827048282086
기존,고밀도,고속,17,node[47],5,15513,0.032231032037645845
기존,고밀도,고속,17,node[230],1,15513,0.00644620640752917
기존,고밀도,고속,17,node[342],2,15513,0.01289241281505834
기존,고밀도,고속,17,node[371],32,15513,0.20627860504093343
기존,고밀도,고속,17,node[409],5,15513,0.032231032037645845
기존,고밀도,고속,17,node[0],14,15513,0.09024688970540837
기존,고밀도,고속,17,node[389],5,15513,0.032231032037645845
기존,고밀도,고속,17,node[167],28,15513,0.18049377941081673
기존,고밀도,고속,17,node[361],9,15513,0.05801585766776252
기존,고밀도,고속,17,node[317],18,15513,0.11603171533552505
기존,고밀도,고속,17,node[6],1,15513,0.00644620640752917
기존,고밀도,고속,17,node[272],1,15513,0.00644620640752917
기존,고밀도,고속,17,node[65],13,15513,0.08380068329787921
기존,고밀도,고속,17,node[433],11,15513,0.07090827048282086
기존,고밀도,고속,17,node[428],18,15513,0.11603171533552505
기존,고밀도,고속,17,node[422],3,15513,0.019338619222587505
기존,고밀도,고속,17,node[10],1,15513,0.00644620640752917
기존,고밀도,고속,19,rsu[0],186,11941,1.5576584875638555
기존,고밀도,고속,19,node[263],16,11941,0.1339921279624822
기존,고밀도,고속,19,node[170],16,11941,0.1339921279624822
기존,고밀도,고속,19,node[64],45,11941,0.3768528598944812
기존,고밀도,고속,19,node[187],67,11941,0.5610920358428942
기존,고밀도,고속,19,node[6],74,11941,0.6197135918264802
기존,고밀도,고속,19,node[111],44,11941,0.3684783518968261
